"yorf","gene","beckmannHi","beckmannLo","hogan","tsvetanova","mitchell","score","RNAbinding","essential","desc"
"YBR234C","ARC40",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",TRUE,"Subunit of the ARP2/3 complex; ARP2/3 is required for the motility and integrity of cortical actin patches"
"YGL148W","ARO2",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Bifunctional chorismate synthase and flavin reductase; catalyzes the conversion of 5-enolpyruvylshikimate 3-phosphate (EPSP) to form chorismate, which is a precursor to aromatic amino acids; protein abundance increases in response to DNA replication stress"
"YGL202W","ARO8",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Aromatic aminotransferase I; expression is regulated by general control of amino acid biosynthesis"
"YGR068C","ART5",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Protein proposed to regulate endocytosis of plasma membrane proteins; regulates by recruiting the ubiquitin ligase Rsp5p to its target in the plasma membrane; SWAT-GFP and mCherry fusion proteins localize to the cytosol"
"YDR101C","ARX1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Nuclear export factor for the ribosomal pre-60S subunit; shuttling factor which directly binds FG rich nucleoporins and facilities translocation through the nuclear pore complex; interacts directly with Alb1p; responsible for Tif6p recycling defects in the absence of Rei1; associated with the ribosomal export complex"
"YLR412W","BER1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Protein involved in microtubule-related processes; GFP-fusion protein localizes to the cytoplasm and is induced in response to the DNA-damaging agent MMS; YLR412W is not an essential gene; similar to Arabidopsis SRR1 gene"
"YNL166C","BNI5",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Linker protein responsible for recruitment of myosin to the bud neck; interacts with the C-terminal extensions of septins Cdc11p and Shs1p and binds Myo1p to promote cytokinesis"
"YBL085W","BOI1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Protein implicated in polar growth; functionally redundant with Boi2p; interacts with bud-emergence protein Bem1p; contains an SH3 (src homology 3) domain and a PH (pleckstrin homology) domain; relocalizes from bud neck to cytoplasm upon DNA replication stress; BOI1 has a paralog, BOI2, that arose from the whole genome duplication"
"YOL077C","BRX1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",TRUE,"Nucleolar protein; constituent of 66S pre-ribosomal particles; depletion leads to defects in rRNA processing and a block in the assembly of large ribosomal subunits; possesses a sigma(70)-like RNA-binding motif"
"YFL023W","BUD27",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Unconventional prefoldin protein involved in translation initiation; required for correct assembly of RNAP I, II, and III in an Rpb5p-dependent manner; shuttles between nucleus and cytoplasm; mutants have inappropriate expression of nutrient sensitive genes due to translational derepression of Gcn4p transcription factor; diploid mutants show random budding; ortholog of human URI/RMP"
"YDR423C","CAD1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"AP-1-like basic leucine zipper (bZIP) transcriptional activator; involved in stress responses, iron metabolism, and pleiotropic drug resistance; controls a set of genes involved in stabilizing proteins; binds consensus sequence TTACTAA; CAD1 has a paralog, YAP1, that arose from the whole genome duplication"
"YPL048W","CAM1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"One of two isoforms of the gamma subunit of eEF1B; stimulates the release of GDP from eEF1A (Tef1p/Tef2p) post association with the ribosomal complex with eEF1Balpha subunit; nuclear protein required for transcription of MXR1; binds the MXR1 promoter in the presence of other nuclear factors; binds calcium and phospholipids"
"YIL043C","CBR1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Cytochrome b reductase; not essential for viability; also detected in mitochondria; mutation in conserved NADH binding domain of the human ortholog results in type I methemoglobinemia"
"YDL143W","CCT4",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",TRUE,"Subunit of the cytosolic chaperonin Cct ring complex; related to Tcp1p, required for the assembly of actin and tubulins in vivo"
"YLR314C","CDC3",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",TRUE,"Component of the septin ring that is required for cytokinesis; septins are GTP-binding proteins that assemble with other septins into rod-like complexes that can associate with other rods to form filament polymers; septin rings at the mother-bud neck act as scaffolds for recruiting factors needed for cell division and as barriers to prevent diffusion of specific proteins between mother and daughter cells"
"YDR168W","CDC37",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",TRUE,"Essential Hsp90p co-chaperone; necessary for passage through the START phase of the cell cycle; stabilizes protein kinase nascent chains and participates along with Hsp90p in their folding"
"YDL126C","CDC48",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",TRUE,"AAA ATPase; subunit of polyUb-selective segregase complex involved in ERAD, INM-associated degradation (INMAD), mitotic spindle disassembly, macroautophagy, PMN, ribosome-associated degradation, ribophagy, homotypic ER membrane fusion, SCF complex disassembly, cell wall integrity during heat stress, and telomerase regulation; mobilizes membrane-anchored transcription factors by regulated Ub/proteasome-dependent processing (RUP); human ortholog VCP complements a cdc48 mutant"
"YPL160W","CDC60",TRUE,FALSE,FALSE,FALSE,FALSE,0,"nonclassicalRBD",TRUE,"Cytosolic leucyl tRNA synthetase; ligates leucine to the appropriate tRNA; human homolog LARS can complement yeast temperature-sensitive mutant at restrictive temperature"
"YML036W","CGI121",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Component of the EKC/KEOPS complex; EKC/KEOPS complex is required for t6A tRNA modification and telomeric TG1-3 recombination; may have role in transcription; Cgi121p is dispensable for tRNA modification; other complex members are Bud32p, Kae1p, Pcc1p, and Gon7p"
"YHR052W","CIC1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"nonclassicalRBD",FALSE,"Essential protein that interacts with proteasome components; has a potential role in proteasome substrate specificity; also copurifies with 66S pre-ribosomal particles"
"YBR135W","CKS1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",TRUE,"Cyclin-dependent protein kinase regulatory subunit and adaptor; interacts with Cdc28p (aka Cdk1p); required for G1/S and G2/M phase transitions and budding; mediates phosphorylation and degradation of Sic1p; modulates proteolysis of M-phase targets through interactions with the proteasome; role in transcriptional regulation, recruiting proteasomal subunits to target gene promoters; human homologs CKS1B and CKS2 can each complement yeast cks1 null mutant"
"YFR014C","CMK1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Calmodulin-dependent protein kinase; may play a role in stress response, many Ca++/calmodulin dependent phosphorylation substrates demonstrated in vitro, amino acid sequence similar to mammalian Cam Kinase II; CMK1 has a paralog, CMK2, that arose from the whole genome duplication"
"YDL145C","COP1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",TRUE,"Alpha subunit of COPI vesicle coatomer complex; complex surrounds transport vesicles in the early secretory pathway"
"YLR216C","CPR6",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Peptidyl-prolyl cis-trans isomerase (cyclophilin); catalyzes the cis-trans isomerization of peptide bonds N-terminal to proline residues; plays a role in determining prion variants; binds to Hsp82p and contributes to chaperone activity; protein abundance increases in response to DNA replication stress"
"YLR380W","CSR1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Phosphatidylinositol transfer protein; has a potential role in regulating lipid and fatty acid metabolism under heme-depleted conditions; interacts specifically with thioredoxin peroxidase; may have a role in oxidative stress resistance; protein abundance increases in response to DNA replication stress"
"YKL139W","CTK1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Catalytic (alpha) subunit of C-terminal domain kinase I (CTDK-I); phosphorylates both RNA pol II subunit Rpo21p to affect transcription and pre-mRNA 3' end processing, and ribosomal protein Rps2p to increase translational fidelity; required for H3K36 trimethylation but not dimethylation by Set2p; suggested stimulatory role in 80S formation during translation initiation; similar to the Drosophila dCDK12 and human CDK12 and probably CDK13"
"YKL090W","CUE2",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Protein of unknown function; has two CUE domains that bind ubiquitin, which may facilitate intramolecular monoubiquitination"
"YGL110C","CUE3",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Protein of unknown function; has a CUE domain that binds ubiquitin, which may facilitate intramolecular monoubiquitination"
"YDR163W","CWC15",TRUE,FALSE,FALSE,FALSE,FALSE,0,"nonclassicalRBD",FALSE,"Non-essential protein involved in pre-mRNA splicing; component of a complex containing Cef1p; has similarity to S. pombe Cwf15p"
"YGR278W","CWC22",TRUE,FALSE,FALSE,FALSE,FALSE,0,"nonclassicalRBD",TRUE,"Spliceosome-associated protein that is required for pre-mRNA splicing; necessary for Prp2p function at the first catalytic step of splicing; has similarity to S. pombe Cwf22p; CWC22 is an essential protein"
"YJL005W","CYR1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",TRUE,"Adenylate cyclase; required for cAMP production and cAMP-dependent protein kinase signaling; the cAMP pathway controls a variety of cellular processes, including metabolism, cell cycle, stress response, stationary phase, and sporulation"
"YOR163W","DDP1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Polyphosphate phosphatase; hydrolyzes diphosphorylated inositol polyphosphates and diadenosine polyphosphates; high specificity for diadenosine hexa- and pentaphosphates; contains endopolyphosphatase activity with a high affinity for polyphosphates, an activity also observed for its human DIPP homologs; possesses mRNA decapping activity; nudix hydrolase family member; protein abundance increases in response to DNA replication stress"
"YHR019C","DED81",TRUE,FALSE,FALSE,FALSE,FALSE,0,"nonclassicalRBD",TRUE,"Cytosolic asparaginyl-tRNA synthetase; required for protein synthesis, catalyzes the specific attachment of asparagine to its cognate tRNA"
"YDR051C","DET1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Acid phosphatase; involved in the non-vesicular transport of sterols in both directions between the endoplasmic reticulum and plasma membrane; deletion confers sensitivity to nickel"
"YPL266W","DIM1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"nonclassicalRBD",TRUE,"Essential 18S rRNA dimethylase (dimethyladenosine transferase); responsible for conserved m6(2)Am6(2)A dimethylation in 3'-terminal loop of 18S rRNA, part of 90S and 40S pre-particles in nucleolus, involved in pre-ribosomal RNA processing; human homolog DIMT1 complements yeast dim1 mutant"
"YOL021C","DIS3",TRUE,FALSE,FALSE,FALSE,FALSE,0,"nonclassicalRBD",TRUE,"Exosome core complex catalytic subunit; has both endonuclease and 3'-5' exonuclease activity; involved in 3'-5' RNA processing and degradation in both the nucleus and the cytoplasm; role in degradation of tRNAs; similar to E. coli RNase R and to human DIS3, which partially complements dis3-81 heat sensitivity; mutations in Dis3p analogous to human mutations implicated in multiple myeloma impair exosome function; protein abundance increases under to DNA replication stress"
"YER088C","DOT6",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Protein involved in rRNA and ribosome biogenesis; activated in stochastic pulses of nuclear localization; binds polymerase A and C motif; subunit of the RPD3L histone deacetylase complex; has chromatin specific SANT domain; involved in telomeric gene silencing and filamentation; relative distribution to the nucleus increases upon DNA replication stress"
"YDR121W","DPB4",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Subunit of DNA pol epsilon and of ISW2 chromatin accessibility complex; involved in both chromosomal DNA replication and inheritance of telomeric silencing; stabilizes the interaction of Pol epsilon with primer-template DNA, positively affecting the processivity of the polymerase and exonuclease activities of Pol epsilon; interacts with extranucleosomal DNA and acts as anchor point for ISW2 complex that retains its position on DNA during nucleosome mobilization"
"YIL103W","DPH1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Protein required for synthesis of diphthamide; required along with Dph2p, Kti11p, Jjj3p, and Dph5p; diphthamide is a modified histidine residue of translation elongation factor 2 (Eft1p or Eft2p); may act in a complex with Dph2p and Kti11p"
"YLL008W","DRS1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"nonclassicalRBD",TRUE,"Nucleolar DEAD-box protein required for ribosome assembly and function; including synthesis of 60S ribosomal subunits; constituent of 66S pre-ribosomal particles"
"YDL219W","DTD1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"nonclassicalRBD",FALSE,"D-Tyr-tRNA(Tyr) deacylase; functions in protein translation, may affect nonsense suppression via alteration of the protein synthesis machinery; ubiquitous among eukaryotes"
"YML080W","DUS1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"nonclassicalRBD",FALSE,"Dihydrouridine synthase; member of a widespread family of conserved proteins including Smm1p, Dus3p, and Dus4p; modifies pre-tRNA(Phe) at U17"
"YMR128W","ECM16",TRUE,FALSE,FALSE,FALSE,FALSE,0,"nonclassicalRBD",TRUE,"Essential DEAH-box ATP-dependent RNA helicase specific to U3 snoRNP; predominantly nucleolar in distribution; required for 18S rRNA synthesis"
"YBR065C","ECM2",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Pre-mRNA splicing factor; facilitates the cooperative formation of U2/U6 helix II in association with stem II in the spliceosome, function may be regulated by Slu7p"
"YBL101C","ECM21",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Protein involved in regulating endocytosis of plasma membrane proteins; identified as a substrate for ubiquitination by Rsp5p and deubiquitination by Ubp2p; promoter contains several Gcn4p binding elements; ECM21 has a paralog, CSR2, that arose from the whole genome duplication"
"YGR271C-A","EFG1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Essential protein required for maturation of 18S rRNA; null mutant is sensitive to hydroxyurea and is delayed in recovering from alpha-factor arrest; green fluorescent protein (GFP)-fusion protein localizes to the nucleolus"
"YMR212C","EFR3",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Protein required for Stt4-containing PI kinase complex localization; required for Stt4-containing phosphoinositide (PI) kinase patch assembly at the plasma membrane; recruited to the plasma membrane via a conserved basic patch near its N-terminus; exhibits synthetic lethal genetic interactions with PHO85; has sequence similarity to the Drosophila rolling blackout (RBO) gene"
"YPL086C","ELP3",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Subunit of Elongator complex; Elongator is required for modification of wobble nucleosides in tRNA; exhibits histone acetyltransferase activity that is directed to histones H3 and H4; disruption confers resistance to K. lactis zymotoxin; human homolog ELP3 can partially complement yeast elp3 null mutant"
"YDR516C","EMI2",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Non-essential protein of unknown function; required for transcriptional induction of the early meiotic-specific transcription factor IME1; required for sporulation; expression regulated by glucose-repression transcription factors Mig1/2p; EMI2 has a paralog, GLK1, that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress"
"YGR254W","ENO1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Enolase I, a phosphopyruvate hydratase; catalyzes conversion of 2-phosphoglycerate to phosphoenolpyruvate during glycolysis and the reverse reaction during gluconeogenesis; expression repressed in response to glucose; protein abundance increases in response to DNA replication stress; N-terminally propionylated in vivo; ENO1 has a paralog, ENO2, that arose from the whole genome duplication"
"YBR247C","ENP1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"nonclassicalRBD",TRUE,"Protein associated with U3 and U14 snoRNAs; required for pre-rRNA processing and 40S ribosomal subunit synthesis; localized in the nucleus and concentrated in the nucleolus; human BYSL functionally complements the heat sensitivity of an enp1 ts mutant"
"YGR145W","ENP2",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",TRUE,"Component of the SSU; required for pre-18S rRNA processing, biogenesis of the small ribosomal subunit; interacts with U3 snoRNA, Mpp10p and Bfr2p; contains WD repeats, and has homology to Spb1p"
"YDR153C","ENT5",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Protein containing an N-terminal epsin-like domain; involved in clathrin recruitment and traffic between the Golgi and endosomes; associates with the clathrin adaptor Gga2p, clathrin adaptor complex AP-1, and clathrin"
"YJL167W","ERG20",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",TRUE,"Farnesyl pyrophosphate synthetase; has both dimethylallyltranstransferase and geranyltranstransferase activities; catalyzes the formation of C15 farnesyl pyrophosphate units for isoprenoid and sterol biosynthesis"
"YHL010C","ETP1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"classicalRBD",FALSE,"Protein of unknown function required for growth on ethanol; contains a zinc finger region and has homology to human BRAP2, which is a cytoplasmic protein that binds nuclear localization sequences"
"YDR021W","FAL1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"nonclassicalRBD",TRUE,"Nucleolar protein required for maturation of 18S rRNA; member of the eIF4A subfamily of DEAD-box ATP-dependent RNA helicases; 18S rRNA biogenesis defect of the null mutant is functionally complemented by human EIF4A3"
"YKL182W","FAS1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",TRUE,"Beta subunit of fatty acid synthetase; complex catalyzes the synthesis of long-chain saturated fatty acids; contains acetyltransacylase, dehydratase, enoyl reductase, malonyl transacylase, and palmitoyl transacylase activities"
"YPL231W","FAS2",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",TRUE,"Alpha subunit of fatty acid synthetase; complex catalyzes the synthesis of long-chain saturated fatty acids; contains the acyl-carrier protein domain and beta-ketoacyl reductase, beta-ketoacyl synthase and self-pantetheinylation activities"
"YGR267C","FOL2",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",TRUE,"GTP-cyclohydrolase I, catalyzes first step in folic acid biosynthesis; human homolog GCH1 is implicated in dopa-responsive dystonia (DRD), and can complement yeast null mutant"
"YNL135C","FPR1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Peptidyl-prolyl cis-trans isomerase (PPIase); binds to the drugs FK506 and rapamycin; also binds to the nonhistone chromatin binding protein Hmo1p and may regulate its assembly or function; N-terminally propionylated in vivo; mutation is functionally complemented by human FKBP1A"
"YML074C","FPR3",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Nucleolar peptidyl-prolyl cis-trans isomerase (PPIase); FK506 binding protein; affects expression of multiple genes via its role in nucleosome assembly; phosphorylated by casein kinase II (Cka1p-Cka2p-Ckb1p-Ckb2p) and dephosphorylated by Ptp1p; PPIase domain acts as a transcriptional repressor when tethered to DNA by lexA, and repressor activity is dependent on PPIase activity; FPR3 has a paralog, FPR4, that arose from the whole genome duplication"
"YER025W","GCD11",TRUE,FALSE,FALSE,FALSE,FALSE,0,"nonclassicalRBD",TRUE,"Gamma subunit of the translation initiation factor eIF2; involved in the identification of the start codon; binds GTP when forming the ternary complex with GTP and tRNAi-Met; mutations in human ortholog cause X-linked intellectual disability (XLID)"
"YDR211W","GCD6",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",TRUE,"Catalytic epsilon subunit of the translation initiation factor eIF2B; eIF2B is the guanine-nucleotide exchange factor for eIF2; activity subsequently regulated by phosphorylated eIF2; first identified as a negative regulator of GCN4 expression; forms cytoplasmic foci upon DNA replication stress"
"YKL104C","GFA1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",TRUE,"Glutamine-fructose-6-phosphate amidotransferase; catalyzes the formation of glucosamine-6-P and glutamate from fructose-6-P and glutamine in the first step of chitin biosynthesis; GFA1 has a paralogous region, comprising ORFs YMR084W-YMR085W, that arose from the whole genome duplication"
"YCL036W","GFD2",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Protein of unknown function; identified as a high-copy suppressor of a dbp5 mutation; GFD2 has a paralog, YDR514C, that arose from the whole genome duplication"
"YHR108W","GGA2",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Protein that regulates Arf1p, Arf2p to facilitate Golgi trafficking; binds phosphatidylinositol 4-phosphate, which plays a role in TGN localization; has homology to gamma-adaptin; GGA2 has a paralog, GGA1, that arose from the whole genome duplication"
"YPL091W","GLR1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Cytosolic and mitochondrial glutathione oxidoreductase; converts oxidized glutathione to reduced glutathione; cytosolic Glr1p is the main determinant of the glutathione redox state of the mitochondrial intermembrane space; mitochondrial Glr1p has a role in resistance to hyperoxia; protein abundance increases in response to DNA replication stress"
"YHR183W","GND1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"6-phosphogluconate dehydrogenase (decarboxylating); catalyzes an NADPH regenerating reaction in the pentose phosphate pathway; required for growth on D-glucono-delta-lactone and adaptation to oxidative stress; GND1 has a paralog, GND2, that arose from the whole genome duplication"
"YOL059W","GPD2",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"NAD-dependent glycerol 3-phosphate dehydrogenase; expression is controlled by an oxygen-independent signaling pathway required to regulate metabolism under anoxic conditions; located in cytosol and mitochondria; constitutively active but is inactivated via phosphorylation by energy-stress responsive kinase SNF1; GPD2 has a paralog, GPD1, that arose from the whole genome duplication"
"YKL152C","GPM1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",TRUE,"Tetrameric phosphoglycerate mutase; mediates the conversion of 3-phosphoglycerate to 2-phosphoglycerate during glycolysis and the reverse reaction during gluconeogenesis"
"YDR517W","GRH1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"nonclassicalRBD",FALSE,"Acetylated cis-Golgi protein, involved in ER to Golgi transport; homolog of human GRASP65; forms a complex with the coiled-coil protein Bug1p; mutants are compromised for the fusion of ER-derived vesicles with Golgi membranes; protein abundance increases in response to DNA replication stress"
"YDR513W","GRX2",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Cytoplasmic glutaredoxin; thioltransferase, glutathione-dependent disulfide oxidoreductase involved in maintaining redox state of target proteins, also exhibits glutathione peroxidase activity, expression induced in response to stress; GRX2 has two in-frame start codons resulting in a shorter isoform that is retained in the cytosol and a longer form translocated to the mitochondrial matrix; GRX2 has a paralog, GRX1, that arose from the whole genome duplication"
"YMR217W","GUA1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"GMP synthase; highly conserved enzyme that catalyzes the second step in the biosynthesis of GMP from inosine 5'-phosphate (IMP); transcription is not subject to regulation by guanine but is negatively regulated by nutrient starvation; reduction-of-function mutation gua1-G388D causes changes in cellular guanine nucleotide pools, defects in general protein synthesis, and impaired translation of GCN4 mRNA"
"YDR454C","GUK1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",TRUE,"Guanylate kinase; converts GMP to GDP; required for growth and mannose outer chain elongation of cell wall N-linked glycoproteins"
"YPR008W","HAA1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Transcriptional activator involved in adaptation to weak acid stress; activates transcription of TPO2, YRO2, and other genes encoding membrane stress proteins; HAA1 has a paralog, CUP2, that arose from the whole genome duplication; relocalizes from cytoplasm to nucleus upon DNA replication stress"
"YJL165C","HAL5",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Putative protein kinase; overexpression increases sodium and lithium tolerance, whereas gene disruption increases cation and low pH sensitivity and impairs potassium uptake, suggesting a role in regulation of Trk1p and/or Trk2p transporters; HAL5 has a paralog, KKQ8, that arose from the whole genome duplication"
"YDL223C","HBT1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Shmoo tip protein, substrate of Hub1p ubiquitin-like protein; mutants are defective for mating projection formation, thereby implicating Hbt1p in polarized cell morphogenesis; HBT1 has a paralog, YNL195C, that arose from the whole genome duplication"
"YLR192C","HCR1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"nonclassicalRBD",FALSE,"eIF3j component of translation initiation factor 3 (eIF3); dual function protein involved in translation initiation as a substoichiometric component (eIF3j) of eIF3; required for 20S pre-rRNA processing; required at post-transcriptional step for efficient retrotransposition; absence decreases Ty1 Gag:GFP protein levels; binds eIF3 subunits Rpg1p, Prt1p and 18S rRNA; eIF3 also involved in programmed stop codon read through; human homolog EIF3J can complement yeast hcr1 mutant"
"YOR267C","HRK1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Protein kinase; implicated in activation of the plasma membrane H(+)-ATPase Pma1p in response to glucose metabolism; plays a role in ion homeostasis; protein abundance increases in response to DNA replication stress"
"YPL204W","HRR25",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",TRUE,"Conserved casein kinase; regulates diverse events including: vesicular traffic, DNA repair, the CVT pathway, monopolar attachment of sister kinetochores at meiosis I, and ribosomal subunit biogenesis; monopolin subunit; binds the RNAPII CTD; phosphorylates COPII coat subunits; interacts with Sit4p phosphatase; antagonizes calcineurin signaling, reducing nuclear accumulation of Crz1p; phosphorylates Dsn1p, the kinetochore receptor for monopolin; homolog of mammalian CK1delta"
"YMR288W","HSH155",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",TRUE,"U2-snRNP associated splicing factor; forms extensive associations with the branch site-3' splice site-3' exon region upon prespliceosome formation; similarity to the mammalian U2 snRNP-associated splicing factor SAP155"
"YLR259C","HSP60",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",TRUE,"Tetradecameric mitochondrial chaperonin; required for ATP-dependent folding of precursor polypeptides and complex assembly; prevents aggregation and mediates protein refolding after heat shock; role in mtDNA transmission; phosphorylated"
"YOL012C","HTZ1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Histone variant H2AZ; exchanged for histone H2A in nucleosomes by the SWR1 complex; involved in transcriptional regulation through prevention of the spread of silent heterochromatin; Htz1p-containing nucleosomes facilitate RNA Pol II passage by affecting correct assembly and modification status of RNA Pol II elongation complexes and by favoring efficient nucleosome remodeling"
"YFR053C","HXK1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Hexokinase isoenzyme 1; a cytosolic protein that catalyzes phosphorylation of glucose during glucose metabolism; expression is highest during growth on non-glucose carbon sources; glucose-induced repression involves hexokinase Hxk2p; HXK1 has a paralog, HXK2, that arose from the whole genome duplication"
"YIR037W","HYR1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Thiol peroxidase; functions as a hydroperoxide receptor to sense intracellular hydroperoxide levels and transduce a redox signal to the Yap1p transcription factor; HYR1 has a paralog, GPX1, that arose from the whole genome duplication"
"YLR384C","IKI3",TRUE,FALSE,FALSE,FALSE,FALSE,0,"nonclassicalRBD",FALSE,"Subunit of Elongator complex; Elongator is required for modification of wobble nucleosides in tRNA; maintains structural integrity of Elongator; homolog of human IKAP, mutations in which cause familial dysautonomia (FD)"
"YBL076C","ILS1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"nonclassicalRBD",TRUE,"Cytoplasmic isoleucine-tRNA synthetase; target of the G1-specific inhibitor reveromycin A"
"YML113W","DAT1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"DNA binding protein that recognizes oligo(dA).oligo(dT) tracts; Arg side chain in its N-terminal pentad Gly-Arg-Lys-Pro-Gly repeat is required for DNA-binding; relocalizes to the cytosol in response to hypoxia; not essential for viability"
"YDL031W","DBP10",TRUE,FALSE,FALSE,FALSE,FALSE,0,"nonclassicalRBD",TRUE,"Putative ATP-dependent RNA helicase of the DEAD-box protein family; constituent of 66S pre-ribosomal particles; essential protein involved in ribosome biogenesis"
